"title","categoryName","address","neighborhood","street","city","postalCode","state","countryCode","website","phone","phoneUnformatted","location/lat","location/lng","plusCode"
"White Restaurant (IMM)","Chinese restaurant","2 Jurong East Street 21, #02-24 IMM Building, Singapore 609601","Jurong East","2 Jurong East Street 21, #02-24 IMM Building","Singapore","609601",,"SG","https://whiterestaurant.com.sg/","+65 6264 2002","+6562642002","1.3354005","103.7464978","8PPW+5H Singapore"
"Al-Azhar Restaurant","Indian Muslim restaurant","11 Cheong Chin Nam Rd, Singapore 599736","Bukit Timah","11 Cheong Chin Nam Rd","Singapore","599736",,"SG","https://www.al-azhar.com/","+65 6466 5052","+6564665052","1.3429208","103.7751758","8QVG+53 Singapore"
"Restaurant Chamolean","Brunch restaurant","590 Balestier Rd, Singapore 329900","Novena","590 Balestier Rd","Singapore","329900",,"SG",,,,"1.3266683","103.8428506","8RGV+M4 Singapore"
"Soup Restaurant @ Holland Village","Cantonese restaurant","118 Holland Ave, #01-02 Raffles Medical, Singapore 278997","Holland Village","118 Holland Ave, #01-02 Raffles Medical","Singapore","278997",,"SG","http://www.souprestaurant.com.sg/","+65 6352 6606","+6563526606","1.3105313","103.7961337","8Q6W+6F Singapore"
"Suki-Suki Hotpot @ SAFRA Toa Payoh","Hot pot restaurant","293 Lor 6 Toa Payoh, #01-04, Singapore 319387","Toa Payoh","293 Lor 6 Toa Payoh, #01-04","Singapore","319387",,"SG","http://www.suki-sukithai.com.sg/","+65 3125 2769","+6531252769","1.3305088","103.8547586","8VJ3+6W Singapore"
"ABC MAJU RESTAURANT","Indian Muslim restaurant","230 Balestier Rd, Singapore 329692","Novena","230 Balestier Rd","Singapore","329692",,"SG","https://food.grab.com/sg/en/restaurant/abc-maju-restaurant-pte-ltd-balestier-road-delivery/4-C2BCGBKZRBCVWE","+65 6898 1786","+6568981786","1.3215139","103.8530571","8VC3+J6 Singapore"
"Hong Kong Street Restaurant (Novena)","Family restaurant","273 Thomson Rd, #01-01, Singapore 307644","Novena","273 Thomson Rd, #01-01","Singapore","307644",,"SG","https://hkstreetrestaurant.com.sg/","+65 6252 3132","+6562523132","1.3203791","103.8420799","8RCR+5R Singapore"
"Swensen's @ Junction 8","American restaurant","9 Bishan Pl, #01-39 Junction 8, Singapore 579837","Bishan","9 Bishan Pl, #01-39 Junction 8","Singapore","579837",,"SG","http://www.swensens.com.sg/","+65 6252 6229","+6562526229","1.3509666","103.8486057","9R2X+9C Singapore"
"126 Dim Sum Wen Dao Shi 揾到食 @ Boon Keng","Dim sum restaurant","1086 Serangoon Rd, #1086, Singapore 328187","Kallang","1086 Serangoon Rd, #1086","Singapore","328187",,"SG","http://126.com.sg/","+65 6297 5032","+6562975032","1.3236682","103.8649248","8VF7+FX Singapore"
"Ser Seng Herbs (Turtle) Restaurant","Singaporean restaurant","39 Tai Thong Cres, Singapore 347863","Toa Payoh","39 Tai Thong Cres","Singapore","347863",,"SG","https://sersengturtlesoup.com/","+65 6287 6341","+6562876341","1.3285916","103.8699059","8VH9+CX Singapore"
"Global Restaurant & Catering Pte Ltd Bangladeshi Food","Restaurant","33 Opal Cres, Singapore 328424","Kallang","33 Opal Cres","Singapore","328424",,"SG",,,,"1.3276526","103.8664007","8VH8+3H Singapore"
"Kizuna","Cafe","148 Potong Pasir Ave 1, #01-37, Singapore 350148","Toa Payoh","148 Potong Pasir Ave 1, #01-37","Singapore","350148",,"SG","https://www.instagram.com/kizunasg/","+65 8921 3124","+6589213124","1.3326102","103.8676747","8VM9+23 Singapore"
"21 On Rajah","Mediterranean restaurant","1 Jln Rajah, Aloft Singapore East Wing, Singapore 329133","Novena","1 Jln Rajah, Aloft Singapore East Wing","Singapore","329133",,"SG","http://www.21onrajah.com/","+65 6808 6847","+6568086847","1.3270478","103.847462","8RGW+RX Singapore"
"McDonald's Bishan Junction 8","Fast food restaurant","9 Bishan Pl, #01-20 Junction 8, Singapore 579837","Bishan","9 Bishan Pl, #01-20 Junction 8","Singapore","579837",,"SG","https://www.mcdonalds.com.sg/","+65 6777 3777","+6567773777","1.3502609","103.8484718","9R2X+49 Singapore"
"Siam Square Mookata - Best Mookata Restaurant in Singapore","Thai restaurant","232 Upper Thomson Rd, Singapore 574363","Bishan","232 Upper Thomson Rd","Singapore","574363",,"SG","https://siamsquaremookata.com.sg/","+65 8119 6664","+6581196664","1.3530486","103.8350584","9R3P+62 Singapore"
"McDonald's Toa Payoh Lorong","Hamburger restaurant","Blk 109 Lor 1 Toa Payoh, #01-318, Singapore 310109","Toa Payoh","Blk 109 Lor 1 Toa Payoh, #01-318","Singapore","310109",,"SG","https://www.mcdonalds.com.sg/","+65 6777 3777","+6567773777","1.3412056","103.8463972","8RRW+FH Singapore"
"Ariff's Restaurant","Indian restaurant","71 Kallang Bahru, Singapore 330071","Kallang","71 Kallang Bahru","Singapore","330071",,"SG",,"+65 6297 1024","+6562971024","1.3207925","103.8703127","8VCC+84 Singapore"
"Jin Huan Seafood Restaurant","Restaurant","220 Upper Thomson Rd, Singapore 574352","Bishan","220 Upper Thomson Rd","Singapore","574352",,"SG",,"+65 6554 0363","+6565540363","1.3529122","103.8353478","9R3P+54 Singapore"
"Lai Wah Restaurant","Cantonese restaurant","44 Bendemeer Rd, #01-1436, Singapore 330044","Kallang","44 Bendemeer Rd, #01-1436","Singapore","330044",,"SG","http://www.laiwahrestaurant.com/","+65 6294 9922","+6562949922","1.3218041","103.8664067","8VC8+PH Singapore"
"KFC Junction 8","Fast food restaurant","9 Bishan Pl, #01-21 Junction 8, Singapore 579837","Bishan","9 Bishan Pl, #01-21 Junction 8","Singapore","579837",,"SG","https://www.kfc.com.sg/Location/Search","+65 6353 6360","+6563536360","1.3503451","103.8484944","9R2X+49 Singapore"
"川羊记马里士他店 Chuan Yang Ji Balestier Outlet","Chinese restaurant","432 Balestier Rd, #01-434 Public Mansion, Singapore 329813","Novena","432 Balestier Rd, #01-434 Public Mansion","Singapore","329813",,"SG","http://www.chuanyangji.com/","+65 6358 4188","+6563584188","1.3263017","103.8487202","8RGX+GF Singapore"
"Yoshinoya - Junction 8","Gyudon restaurant","9 Bishan Pl, #01-49, Singapore 579837","Bishan","9 Bishan Pl, #01-49","Singapore","579837",,"SG","http://yoshinoya.com.sg/","+65 6272 1866","+6562721866","1.3510265","103.848631","9R2X+CF Singapore"
"Good Bites","Cafe","5 Bishan St 14, #03-01, Singapore 579783","Bishan","5 Bishan St 14, #03-01","Singapore","579783",,"SG","https://www.goodbites.com.sg/","+65 6970 0233","+6569700233","1.3555789","103.8513296","9V42+6G Singapore"
"Al Sahira Restaurant","Restaurant","Serangoon Ave 2, Block 301, Singapore 550301","Serangoon","Serangoon Ave 2, Block 301","Singapore","550301",,"SG",,"+65 6015 0492","+6560150492","1.3533594","103.867671","9V39+83 Singapore"
"Zeenath Islamic Restaurant","Restaurant","271 Balestier Rd, Singapore 329722","Novena","271 Balestier Rd","Singapore","329722",,"SG",,,,"1.3224653","103.8526411","8VC3+X3 Singapore"
"Tsukada Nojo - Thomson Plaza","Restaurant","301 Upper Thomson Rd, #03-50 Thomson Plaza, Singapore 574408","Bishan","301 Upper Thomson Rd, #03-50 Thomson Plaza","Singapore","574408",,"SG","https://www.tsukadanojosg.com/","+65 6261 4952","+6562614952","1.3548908","103.8304626","9R3J+X5 Singapore"
"Restaurant Euphoria","Restaurant","76 Tras St, Singapore 079015","Chinatown","76 Tras St","Singapore","079015",,"SG","https://restaurant-euphoria.com/",,,"1.2774708","103.8441306","7RGV+XM Singapore"
"Genki Sushi Junction 8","Conveyor belt sushi restaurant","9 Bishan Pl, #01-22/30 Junction 8, Singapore 579837","Bishan","9 Bishan Pl, #01-22/30 Junction 8","Singapore","579837",,"SG","http://www.genkisushi.com.sg/","+65 6816 2151","+6568162151","1.35042","103.8484979","9R2X+59 Singapore"
"Zi Yean Restaurant","Cantonese restaurant","56 Lengkok Bahru, #01-443, Singapore 150056","Bukit Merah","56 Lengkok Bahru, #01-443","Singapore","150056",,"SG","https://ziyean.oddle.me/","+65 6474 0911","+6564740911","1.2879413","103.8143642","7RQ7+5P Singapore"
"IKEA Alexandra Restaurant","Swedish restaurant","317 Alexandra Rd, Level 1, Singapore 159965","Bukit Merah","317 Alexandra Rd, Level 1","Singapore","159965",,"SG","https://www.ikea.com/sg/en/store/alexandra/","+65 6786 6868","+6567866868","1.2883325","103.8058663","7RQ4+88 Singapore"
"Kelly Jie Seafood (TPY Mellben Seafood) 龍海鲜螃蟹王","Seafood restaurant","211 Lor 8 Toa Payoh, #01-11/15 Block 211, Singapore 310211","Toa Payoh","211 Lor 8 Toa Payoh, #01-11/15 Block 211","Singapore","310211",,"SG","http://www.kellyjie.sg/","+65 6353 3120","+6563533120","1.340401","103.853753","8VR3+5G Singapore"
"Jubilee Garden Restaurant","Chinese restaurant","293 Lor 6 Toa Payoh, #03-01 SAFRA, Singapore 319387","Toa Payoh","293 Lor 6 Toa Payoh, #03-01 SAFRA","Singapore","319387",,"SG","https://www.qianxi.com.sg/jubileegardenrestaurant","+65 6250 4477","+6562504477","1.3301113","103.8544961","8VJ3+2Q Singapore"
"Cha Cha Cha Mexican Restaurant","Mexican restaurant","32 Lor Mambong, Singapore 277690","Bukit Timah","32 Lor Mambong","Singapore","277690",,"SG",,"+65 6462 1650","+6564621650","1.3117599","103.7946859","8Q6V+PV Singapore"
"Summer Yakitori","Japanese restaurant","1 Jln Rajah, #01-01 ZhongShan Park, Singapore 329133","Novena","1 Jln Rajah, #01-01 ZhongShan Park","Singapore","329133",,"SG","https://summer-yakitori.business.site/?m=true","+65 6970 6877","+6569706877","1.3267395","103.8473933","8RGW+MX Singapore"
"HoHo Korean Restaurant","Korean restaurant","106 Clementi Street 12, #01-58/60, Singapore 120106","Clementi","106 Clementi Street 12, #01-58/60","Singapore","120106",,"SG","https://www.facebook.com/pages/HoHo-Korean-Restaurant/978072995645006","+65 6250 3908","+6562503908","1.3218188","103.77005","8QCC+P2 Singapore"
"Samy's Curry Restaurant","Indian restaurant","25 Dempsey Rd, Singapore 249670","Tanglin","25 Dempsey Rd","Singapore","249670",,"SG","http://www.samyscurry.com/","+65 6472 2080","+6564722080","1.3061228","103.8117619","8R46+CP Singapore"
"Pham Quyen Vietnamese Cuisine @ Pasir Panjang Rd","Halal restaurant","440 Pasir Panjang Rd, Singapore 118782","Queenstown","440 Pasir Panjang Rd","Singapore","118782",,"SG","https://pqonline.app/","+65 6904 8773","+6569048773","1.2924096","103.7683459","7QR9+X8 Singapore"
"Whampoa Keng Fish Head Steamboat @ Balestier","Restaurant","556 Balestier Rd, Singapore 329872","Whampoa","556 Balestier Rd","Singapore","329872",,"SG","http://whampoakeng.getz.co/","+65 6356 7371","+6563567371","1.32674","103.844955","8RGV+MX Singapore"
"Jai Thai Restaurant","Thai restaurant","7 Clover Wy, Singapore 579080","Bishan","7 Clover Wy","Singapore","579080",,"SG",,"+65 6258 0228","+6562580228","1.3501667","103.8431015","9R2V+36 Singapore"
"Arkadas Cafe & Restaurant","Turkish restaurant","1 Fusionopolis Vw, #01-02, Eclipse 138577","Queenstown","1 Fusionopolis Vw, #01-02","Eclipse","138577",,"SG","https://www.arkadas.sg/","+65 6467 5053","+6564675053","1.2998502","103.7897602","7QXQ+WW Singapore"
"Ajisen Ramen","Ramen restaurant","9 Bishan Pl, #B1-19 Junction 8, Singapore 579837","Bishan","9 Bishan Pl, #B1-19 Junction 8","Singapore","579837",,"SG","https://www.ajisen.com.sg/","+65 6255 6642","+6562556642","1.3508917","103.8484864","9R2X+99 Singapore"
"Brotzeit German Beer Bar and Restaurant - WestGate","German restaurant","3 Gateway Dr, #01-04, Singapore 608532","Jurong East","3 Gateway Dr, #01-04","Singapore","608532",,"SG","http://www.brotzeit.co/?utm_source=google&utm_medium=organic&utm_campaign=gmb","+65 6465 9874","+6564659874","1.3336757","103.7425569","8PMV+F2 Singapore"
"Zenryoku Izakaya (Japanese Drinking Bar)","Izakaya restaurant","183 Upper Thomson Rd, #01-04, Singapore 574429","Bishan","183 Upper Thomson Rd, #01-04","Singapore","574429",,"SG","http://www.zenryoku.sg/","+65 6517 9262","+6565179262","1.3510118","103.8355651","9R2P+C6 Singapore"
"Hajime Tonkatsu & Ramen (Thomson Plaza)","Japanese restaurant","301 Upper Thomson Rd, #01-110 Thomson Plaza, Singapore 574408","Bishan","301 Upper Thomson Rd, #01-110 Thomson Plaza","Singapore","574408",,"SG","http://www.hajime.com.sg/","+65 6261 5602","+6562615602","1.354839","103.8309273","9R3J+W9 Singapore"
"Yoshiya","Japanese restaurant","Balestier Rd, #02-13/14 Shaw Plaza, Singapore 329783","Novena","Balestier Rd, #02-13/14 Shaw Plaza","Singapore","329783",,"SG",,"+65 6539 9219","+6565399219","1.3248982","103.8513593","8VF2+XG Singapore"
"Anandham Chettinad Restaurant","Restaurant","152 Bukit Batok Street 11, #01-264, Singapore 650152","Bukit Batok","152 Bukit Batok Street 11, #01-264","Singapore","650152",,"SG",,"+65 6904 0100","+6569040100","1.3483489","103.7442538","8PXV+8P Singapore"
"Aisa Restaurant Indian food","Restaurant","415 Pandan Gardens, Singapore 600415","Jurong East","415 Pandan Gardens","Singapore","600415",,"SG",,,,"1.3208444","103.7480311","8PCX+86 Singapore"
"Watami Japanese Dining - Junction 8","Japanese restaurant","9 Bishan Place, #01-33 Junction 8 Shopping Centre, Singapore 579837","Bishan","9 Bishan Place, #01-33 Junction 8 Shopping Centre","Singapore","579837",,"SG","http://www.watami.com.sg/","+65 6258 3577","+6562583577","1.3503885","103.8482596","9R2X+58 Singapore"
"ZAINAP RESTAURANT(THE BABA CAFE HOUSE)","Asian restaurant","Bukit Merah Lane 1, Block 126, Singapore 150126","Bukit Merah","Bukit Merah Lane 1, Block 126","Singapore","150126",,"SG",,,,"1.2851886","103.8029324","7RP3+35 Singapore"
"Raj Restaurant","Indian restaurant","20 Biopolis Way, #01-03 Centros, Block 138668","Queenstown","20 Biopolis Way, #01-03 Centros","Block","138668",,"SG","https://raj-biopolis.oddle.me/","+65 8779 8702","+6587798702","1.3037145","103.7917693","8Q3R+FP Singapore"
"Original Sin Restaurant","Mediterranean restaurant","01-62 Jln Merah Saga, Chip Bee Gardens, Blk 43, Singapore 278115","Bukit Timah","01-62 Jln Merah Saga, Chip Bee Gardens, Blk 43","Singapore","278115",,"SG","http://www.originalsin.com.sg/","+65 6475 5605","+6564755605","1.3112437","103.7965326","8Q6W+FJ Singapore"
"SAYBONS","Western restaurant","9 Bishan Pl, #02-43, Singapore 579837","Bishan","9 Bishan Pl, #02-43","Singapore","579837",,"SG","http://www.saybons.com/","+65 6258 3138","+6562583138","1.3509265","103.8484533","9R2X+99 Singapore"
"Quentin’s Bar and Restaurant","Asian fusion restaurant","099567Singapore, SentosaSG 2 Gunner lane, #01-08, blk 14 Mess Hall","Southern Islands","SentosaSG 2 Gunner lane, #01-08, blk 14 Mess Hall","Singapore","099567",,"SG","https://www.quentins.com.sg/","+65 8817 6742","+6588176742","1.2532469","103.820743","7R3C+77 Singapore"
"Chin Huat Live Seafood","Seafood restaurant","105 Clementi Street 12, Sunset Wy, #01-30, Singapore 120105","Clementi","105 Clementi Street 12, Sunset Wy, #01-30","Singapore","120105",,"SG","https://www.chinhuatliveseafood.com/","+65 6775 7348","+6567757348","1.3222771","103.7695981","8QC9+WR Singapore"
"Ontama Don","Japanese restaurant","360 Balestier Rd, #01-23 Shaw Plaza, Singapore 329783","Novena","360 Balestier Rd, #01-23 Shaw Plaza","Singapore","329783",,"SG","https://www.ontamadon.sg/","+65 6970 3118","+6569703118","1.3247656","103.8512631","8VF2+WG Singapore"
"Burger King Shaw Plaza","Fast food restaurant","360 Balestier Road, Twin Heights, #01-17/18/19/20 Shaw Plaza, Singapore 329783","Novena","360 Balestier Road, Twin Heights, #01-17/18/19/20 Shaw Plaza","Singapore","329783",,"SG","https://www.burgerking.com.sg/","+65 6610 0689","+6566100689","1.3252605","103.8510507","8VG2+4C Singapore"
"Iro Iro Japanese Restaurant","Japanese restaurant","151 Lor Chuan, #01-01, Singapore 556741","Serangoon","151 Lor Chuan, #01-01","Singapore","556741",,"SG","https://iroirojr.wixsite.com/main","+65 9888 8756","+6598888756","1.35162","103.8618922","9V26+JQ Singapore"
"Naowarat Thai Cuisine","Restaurant","530 Balestier Rd, #01-06 Monville Mansion, Singapore 329857","Novena","530 Balestier Rd, #01-06 Monville Mansion","Singapore","329857",,"SG",,"+65 6909 3600","+6569093600","1.327345","103.8455657","8RGW+W6 Singapore"
"Jiang 蔣先生 Cantonese Asian Tapas","Asian restaurant","456 Balestier Rd, #01-04 next to SPC gas station, Singapore 329832","Novena","456 Balestier Rd, #01-04 next to SPC gas station","Singapore","329832",,"SG","https://www.jiangcantonesetapas.com/","+65 6518 4728","+6565184728","1.3265382","103.8482762","8RGX+J8 Singapore"
"Hyderabad Bawarchi Authentic North Indian Restaurant","Restaurant","978 Toa Payoh N, #02-01, Singapore 319001","Toa Payoh","978 Toa Payoh N, #02-01","Singapore","319001",,"SG",,"+65 9019 7903","+6590197903","1.3431485","103.8511968","8VV2+7F Singapore"
"Al Rabeca Restaurant 24 Hrs","Indian restaurant","16 Kim Keat Rd, Singapore 328840","Novena","16 Kim Keat Rd","Singapore","328840",,"SG",,"+65 9895 9493","+6598959493","1.3240837","103.8528358","8VF3+J4 Singapore"
"BOON KENG NEW TASTE 文庆新食代 @ Serangoon Road","Chinese restaurant","1003 Serangoon Rd, Singapore 328166","Kallang","1003 Serangoon Rd","Singapore","328166",,"SG","https://boon-keng-new-taste.business.site/?utm_source=gmb&utm_medium=referral","+65 6962 8896","+6569628896","1.3226141","103.8637382","8VF7+2F Singapore"
"Nummun Thai Kitchen","Thai restaurant","200 Upper Thomson Rd #01-03, Thomson Imperial Court, Singapore 574424","Bishan","200 Upper Thomson Rd #01-03, Thomson Imperial Court","Singapore","574424",,"SG","https://www.facebook.com/nummunthaikitchen","+65 8886 8699","+6588868699","1.351986","103.835908","9R2P+Q9 Singapore"
"YC Dining & Bar | Western Restaurant Bar","Western restaurant","2 Venture Dr, #01-45 Vision Exchange, Singapore 608526","Jurong East","2 Venture Dr, #01-45 Vision Exchange","Singapore","608526",,"SG","https://www.ycdiningandbar.info/","+65 6980 5432","+6569805432","1.330109","103.744756","8PJV+2W Singapore"
"Burke's Restaurant And Cafe","Restaurant","9 Bishan Pl, Junction 8 Shopping Centre, Singapore 579837, Singapore 579837","Bishan","9 Bishan Pl, Junction 8 Shopping Centre, Singapore 579837","Singapore","579837",,"SG",,"+65 6258 6620","+6562586620","1.349971","103.848794","8RXX+XG Singapore"
"DonBaasha 24hrs Restaurant","Indian Muslim restaurant","3 St George's Rd, Singapore 320003","Kallang","3 St George's Rd","Singapore","320003",,"SG",,"+65 8709 9333","+6587099333","1.3226547","103.8612266","8VF6+3F Singapore"
"Restaurant focal","Singaporean restaurant","7 Portsdown Rd, Singapore 139298","Queenstown","7 Portsdown Rd","Singapore","139298",,"SG","http://restaurantfocal.sg/","+65 8181 0102","+6581810102","1.2936127","103.7960826","7QVW+CC Singapore"
"Pin Hsiang Family Restaurant","Chinese restaurant","87 Whampoa Dr, #01-889, Singapore","Novena","87 Whampoa Dr, #01-889",,,,"SG",,"+65 6256 1193","+6562561193","1.3232489","103.8557586","8VF4+78 Singapore"
"TANI Bistro & Bar | Authentic and Traditional Indian Restaurant | Affordable Indian Food","Indian restaurant","20 Ah Hood Rd, #01-19 Zhongshan Mall, Singapore 329984","Novena","20 Ah Hood Rd, #01-19 Zhongshan Mall","Singapore","329984",,"SG","http://www.tanibistro.com/","+65 6592 0098","+6565920098","1.3275126","103.8467291","8RHW+2M Singapore"
"Boon Tong Kee Restaurant","Chinese restaurant","Balestier Rd, #399 401 & 403, Singapore 329801","Novena","Balestier Rd, #399 401 & 403","Singapore","329801",,"SG","http://boontongkee.com.sg/","+65 6254 3937","+6562543937","1.3255172","103.8495448","8RGX+6R Singapore"
"Phoenix Indian Restaurant","Indian restaurant","KidsSTOP 21, Jurong Town Hall Rd, Omni theatre building, Singapore 609433","Jurong East","KidsSTOP 21, Jurong Town Hall Rd, Omni theatre building","Singapore","609433",,"SG","https://www.phoenixindianrestaurant.net/","+65 6468 1044","+6564681044","1.334501","103.735502","8PMP+R6 Singapore"
"Che Kitchen by 车老板","Chinese restaurant","1008A Toa Payoh N, Singapore 318998","Toa Payoh","1008A Toa Payoh N","Singapore","318998",,"SG","https://reserve.oddle.me/cafenewasia","+65 6513 9032","+6565139032","1.3432965","103.8464632","8RVW+8H Singapore"
"Hoy Yong Seafood Restaurant","Restaurant","352 Clementi Ave 2, #01-153 Block 352, Singapore 120352","Clementi","352 Clementi Ave 2, #01-153 Block 352","Singapore","120352",,"SG",,,,"1.314699","103.7711137","8Q7C+VC Singapore"
"YANG MING SEAFOOD Bishan Branch","Seafood restaurant","150 Bishan St.11, Singapore 570150","Bishan","150 Bishan St.11","Singapore","570150",,"SG",,"+65 8028 9940","+6580289940","1.3445507","103.8556173","8VV4+R6 Singapore"
"HUI Restaurant","Chinese restaurant","10b Rochester Park, Singapore 139259","Queenstown","10b Rochester Park","Singapore","139259",,"SG","http://www.hui.restaurant/","+65 6530 3977","+6565303977","1.3068674","103.7869094","8Q4P+PQ Singapore"
"Candlenut","Nyonya restaurant","17a Dempsey Rd, Singapore 249676","Tanglin","17a Dempsey Rd","Singapore","249676",,"SG","https://comodempsey.sg/restaurant/candlenut","+65 1800 304 2288","+6518003042288","1.3058022","103.810095","8R46+82 Singapore"
"Al Barakath Restaurant","Indian restaurant","39 Teban Gardens Rd, #01-332/333, Singapore 600039","Jurong East","39 Teban Gardens Rd, #01-332/333","Singapore","600039",,"SG",,"+65 6561 5358","+6565615358","1.3214597","103.742717","8PCV+H3 Singapore"
"Cavemen Restaurant & Bar","Restaurant","1 Jln Dusun, #01-08, Singapore 329363","Novena","1 Jln Dusun, #01-08","Singapore","329363",,"SG","https://cavemen.com.sg/","+65 6250 1168","+6562501168","1.3267548","103.8438262","8RGV+PG Singapore"
"Al Medina Restaurant","Indian Muslim restaurant","95 Lor 4 Toa Payoh, #01-48, Singapore 310095","Toa Payoh","95 Lor 4 Toa Payoh, #01-48","Singapore","310095",,"SG",,,,"1.3393092","103.8490371","8RQX+PJ Singapore"
"Niqqi's The Cheese Prata Shop","Restaurant","16 Clementi Rd, Singapore 129745","Queenstown","16 Clementi Rd","Singapore","129745",,"SG",,"+65 8222 9822","+6582229822","1.2928572","103.7685899","7QV9+4C Singapore"
"Soup Restaurant 三盅两件 @ Clementi Mall","Cantonese restaurant","3155 Commonwealth Ave W, #03 - 62, Singapore 129588","Clementi","3155 Commonwealth Ave W, #03 - 62","Singapore","129588",,"SG","http://www.souprestaurant.com.sg/","+65 6659 3688","+6566593688","1.3151","103.7647806","8Q87+2W Singapore"
"Mata Thai","Thai restaurant","508, #01-390 Bishan St.11, Singapore 570508","Bishan","508, #01-390 Bishan St.11","Singapore","570508",,"SG","https://m.facebook.com/pages/Mata-Thai/191448740873625","+65 9339 3082","+6593393082","1.3487765","103.8492686","8RXX+GP Singapore"
"Namaste Curry House","North Indian restaurant","263 Upper Thomson Rd, Singapore 574390","Bishan","263 Upper Thomson Rd","Singapore","574390",,"SG","http://namastecurryhouse.com/","+65 9351 3302","+6593513302","1.3535294","103.833353","9R3M+C8 Singapore"
"Sichuan Tianfu Restaurant 天府川菜 (Clementi)","Restaurant","3151 Commonwealth Ave W, #01-17/18 Grantral Mall @ Clementi, Singapore 129581","Clementi","3151 Commonwealth Ave W, #01-17/18 Grantral Mall @ Clementi","Singapore","129581",,"SG","http://www.tianfu.com.sg/","+65 6777 1866","+6567771866","1.3142853","103.7650862","8Q78+P2 Singapore"
"Hong Kong Street Restaurant - Clementi West st 2","Restaurant","722 Clementi West Street 2, #01-150, Singapore 120722","Clementi","722 Clementi West Street 2, #01-150","Singapore","120722",,"SG",,,,"1.3027453","103.7635239","8Q37+3C Singapore"
"Swee Hin Restaurant","Restaurant","116 Commonwealth Cres, #01-129, Singapore 140116","Queenstown","116 Commonwealth Cres, #01-129","Singapore","140116",,"SG",,,,"1.3071827","103.8000906","8R42+V2 Singapore"
"Tora Hachi Japanese Grill & Restaurant","Japanese restaurant","29 Lor Mambong, Singapore 277687","Bukit Timah","29 Lor Mambong","Singapore","277687",,"SG","https://tora-hachi-japanese-restaurant.business.site/?utm_source=gmb&utm_medium=referral","+65 9067 3489","+6590673489","1.3115832","103.7945891","8Q6V+JR Singapore"
"Under Der Linden Restaurant","Restaurant","5B Portsdown Rd, #01-02, Singapore 139311","Queenstown","5B Portsdown Rd, #01-02","Singapore","139311",,"SG","https://underderlinden.com.sg/","+65 9838 2977","+6598382977","1.2943592","103.7959978","7QVW+P9 Singapore"
"Hakata Japanese Restaurant@NeWest","Restaurant","1 W Coast Dr, #01-93/70 NEWest, Singapore 128020","Clementi","1 W Coast Dr, #01-93/70 NEWest","Singapore","128020",,"SG","http://www.hakatarestaurant.com/catering/","+65 6265 3680","+6562653680","1.3165221","103.7576526","8Q85+J3 Singapore"
"Al Jemi Restaurant","Indian restaurant","1007 Serangoon Rd, Singapore 328168","Kallang","1007 Serangoon Rd","Singapore","328168",,"SG",,"+65 6203 1334","+6562031334","1.322692","103.8638616","8VF7+3G Singapore"
"Signature Restaurant & Bar - Best Briyani and Grill chicken","Indian restaurant","2 Venture Dr, #02-47 Vision Exchange, Singapore 608526","Jurong East","2 Venture Dr, #02-47 Vision Exchange","Singapore","608526",,"SG","http://www.signaturelounge.sg/","+65 8756 8383","+6587568383","1.3303721","103.7442673","8PJV+4P Singapore"
"Fayidha Restaurant","Indian Muslim restaurant","26 Kim Keat Rd, Singapore 328807","Novena","26 Kim Keat Rd","Singapore","328807",,"SG",,"+65 6259 7560","+6562597560","1.3242947","103.8530675","8VF3+P6 Singapore"
"Chong Qing Grilled Fish Upper Thomson","Chinese restaurant","205 Upper Thomson Rd, Singapore 574345","Bishan","205 Upper Thomson Rd","Singapore","574345",,"SG","http://www.cqgf.com.sg/islandwide-delivery","+65 6278 8809","+6562788809","1.351963","103.83517","9R2P+Q3 Singapore"
"Jack's Place Toa Payoh","Western restaurant","430 Lor 6 Toa Payoh, #01-01A OrangeTee, Singapore 319402","Toa Payoh","430 Lor 6 Toa Payoh, #01-01A OrangeTee","Singapore","319402",,"SG","https://www.jacksplace.com.sg/","+65 6252 6311","+6562526311","1.3313077","103.8493871","8RJX+GQ Singapore"
"GRUB Junction 8","Western restaurant","9 Bishan Pl, #01-38 Junction 8, Singapore 579837","Bishan","9 Bishan Pl, #01-38 Junction 8","Singapore","579837",,"SG","https://grub.com.sg/","+65 8891 9298","+6588919298","1.3509065","103.8485797","9R2X+9C Singapore"
"Yi Jia Village Seafood Restaurant","Seafood restaurant","20 Lor 7 Toa Payoh, #01-758, Singapore 310020","Toa Payoh","20 Lor 7 Toa Payoh, #01-758","Singapore","310020",,"SG",,"+65 6250 6537","+6562506537","1.3350423","103.8567994","8VP4+2P Singapore"
"Hock Kee Seafood Restaurant","Restaurant","260 Kim Keat Ave, #01-01, Singapore 310260","Toa Payoh","260 Kim Keat Ave, #01-01","Singapore","310260",,"SG",,,,"1.3321532","103.8574385","8VJ4+VX Singapore"
"The Roti Prata House","Indian Muslim restaurant","246 Upper Thomson Rd, #246 M 246, Singapore 574370","Bishan","246 Upper Thomson Rd, #246 M 246","Singapore","574370",,"SG","https://www.facebook.com/pages/The-Roti-Prata-House/143214395726095","+65 6459 5260","+6564595260","1.3538519","103.8342736","9R3M+GP Singapore"
